,Speceis Name,optimal temperature,optimal pH,optimal salt concentration
6227,Sandarakinorhabdus cyanobacteriorum,30.0,7.0,None
6228,Nannocystis konarekensis,37.0,9.0,None
6229,Brevundimonas humi,27.5,8.0,0.0
6230,Jannaschia confluentis,30.0,7.2,3.0
6231,Alteromonas oceani,28.0,7.5,2.0
6232,Hymenobacter rubripertinctus,20.0,7.0,0.0
6233,Marinobacterium aestuarii,22.5,7.5,3.0
6234,Flavobacterium foetidum,30.0,7.0,0.0
6235,Sphingobacterium terrae,30.0,7.8,0.0
6236,Marivivens niveibacter,35.0,8.0,2.0
6237,Bacillus camelliae,37.5,6.6,None
6238,Bacillus tamaricis,30.0,9.0,2.0
6239,Tessaracoccus terricola,30.0,7.5,0.0
6240,Spirosoma metallilatum,28.0,6.5,0.25
6241,Leptospira venezuelensis,30.0,None,None
6242,Niveispirillum lacus,28.0,7.0,None
6243,Aureimonas populi,30.0,7.0,None
6244,Pedobacter quisquiliarum,30.0,7.0,0.0
6245,Ferrovibrio soli,30.0,7.5,0.0
6246,Paenibacillus limicola,30.0,7.5,None
6247,Halorubrum aethiopicum,41.0,7.0,22.5
6248,Flavobacterium lacicola,20.0,7.0,0.0
6249,Aurantisolimonas haloimpatiens,24.0,7.0,None
6250,Amycolatopsis rhizosphaerae,30.0,None,None
6251,Streptomyces fuscigenes,28.0,7.5,None
6252,Mycobacterium komaniense,37.0,None,None
6253,Tenacibaculum todarodis,25.0,7.0,None
6254,Pseudobizionia ponticola,30.0,7.5,2.0
6255,Amycolatopsis silviterrae,27.5,8.5,None
6256,Rathayibacter oskolensis,26.0,None,None
6257,Polaromonas ginsengisoli,30.0,7.0,0.0
6258,Virgibacillus phasianinus,30.0,6.5,10.0
6259,Paenibacillus mobilis,37.0,7.0,1.0
6260,Adhaeribacter swui,28.0,7.0,None
6261,Tessaracoccus aquimaris,30.0,8.0,0.0
6262,Microbacterium telephonicum,28.0,7.5,None
6263,Halomonas malpeensis,27.5,8.0,2.75
6264,Sphingobacterium solani,30.0,7.2,1.0
6265,Defluviimonas pyrenivorans,30.0,7.0,5.0
6266,Longivirga aurantiaca,32.5,7.0,0.0
6267,Flavobacterium naphtae,30.0,7.5,0.0
6268,Methylobacterium frigidaeris,30.0,5.5,0.0
6269,Herbidispora soli,30.0,None,None
6270,Albirhodobacter confluentis,25.0,6.5,2.0
6271,Aquicoccus porphyridii,37.0,7.5,2.5
6272,Antarcticibacterium flavum,27.5,7.8,3.0
6273,Micromonospora phytophila,28.0,None,None
6274,Micromonospora luteiviridis,28.0,None,None
6275,Paenibacillus shunpengii,35.0,7.5,0.5
6276,Pseudogracilibacillus endophyticus,40.0,8.5,4.0
6277,Fictibacillus aquaticus,30.0,7.0,2.0
6278,Salibacterium lacus,30.0,7.0,24.0
6279,Flavobacterium commune,30.0,8.0,0.4
6280,Mitsuaria noduli,27.5,7.5,None
6281,Pontibacter brevis,29.0,7.5,1.25
6282,Paenibacillus xanthanilyticus,30.0,7.5,None
6283,Pseudomonas floridensis,27.5,None,None
6284,Paenibacillus crassostreae,25.0,7.0,None
6285,Castellaniella fermenti,27.5,7.0,1.0
6286,Arthrobacter paludis,30.0,7.0,1.0
6287,Rheinheimera salexigens,34.5,7.0,3.0
6288,Pedobacter solisilvae,28.0,7.0,None
6289,Parapedobacter defluvii,33.5,6.8,0.0
6290,Paraglaciecola aestuariivivens,30.0,7.5,2.5
6291,Paracoccus sordidisoli,28.0,7.5,2.0
6292,Paracoccus litorisediminis,30.0,7.5,2.0
6293,Lysobacter olei,30.0,7.2,0.0
6294,Lonsdalea iberica,29.0,None,None
6295,Lonsdalea britannica,29.0,None,None
6296,Lactococcus petauri,30.0,6.5,1.5
6297,Haloplanus salinarum,37.0,8.0,18.13
6298,Halomonas aestuarii,30.0,6.2,6.5
6299,Flavobacterium limi,30.0,7.5,1.0
6300,Flavobacterium dispersum,22.5,7.0,0.75
6301,Flavobacterium luteum,20.0,7.0,0.0
6302,Flavobacterium chuncheonense,25.0,8.0,0.0
6303,Roseovarius ramblicola,28.0,7.0,3.0
6304,Flavobacterium aurantiibacter,28.0,7.0,0.0
6305,Simplicispira soli,26.0,7.8,0.0
6306,Muricauda indica,31.0,7.0,2.0
6307,Hymenobacter profundi,25.0,7.0,1.0
6308,Bacillus lacus,37.0,9.0,2.0
6309,Streptomyces boninensis,26.0,None,None
6310,Roseicyclus marinus,30.0,7.0,4.5
6311,Sulfitobacter aestuarii,30.0,7.0,None
6312,Rhodococcus olei,28.5,7.5,0.0
6313,Subsaxibacter sediminis,15.0,7.0,1.0
6314,Bacillus alkalilacus,33.5,9.0,2.0
6315,Tumebacillus avium,27.5,7.0,0.0
6316,Deinococcus rufus,28.0,7.0,0.5
6317,Arthrobacter ruber,26.5,7.0,None
6318,Alicyclobacillus montanus,45.0,3.5,None
6319,Neptunicella marina,31.0,7.0,None
6320,Proteus alimentorum,37.0,None,None
6321,Deinococcus lacus,25.0,7.0,0.0
6322,Pseudomaribius aestuariivivens,27.5,7.5,2.0
6323,Amnibacterium endophyticum,29.0,7.0,0.5
6324,Thalassotalea insulae,30.0,7.5,2.0
6325,Marmoricola silvestris,25.0,7.0,0.0
6326,Herbaspirillum robiniae,27.5,7.5,None
6327,Parvibium lacunae,31.0,7.0,0.0
6328,Paraburkholderia aromaticivorans,27.5,5.5,0.0
6329,Paracoccus alimentarius,27.5,7.5,1.0
6330,Vitellibacter todarodis,32.5,7.5,2.0
6331,Hymenobacter rivuli,27.5,7.0,0.0
6332,Stackebrandtia soli,30.0,7.0,None
6333,Roseisolibacter agri,22.5,7.2,None
6334,Actinorectispora metalli,28.0,7.0,None
6335,Aquimarina spongiicola,30.0,6.0,3.0
6336,Raineya orbicola,50.0,7.8,0.0
6337,Bacteroides faecalis,37.0,5.0,0.5
6338,Arthrobacter celericrescens,28.0,7.0,0.0
6339,Sansalvadorimonas verongulae,30.0,7.0,2.5
6340,Paraburkholderia caseinilytica,28.0,5.5,1.25
6341,Pinisolibacter ravus,30.0,7.5,0.0
6342,Nocardioides pelophilus,31.5,7.0,2.0
6343,Siphonobacter curvatus,25.0,7.5,0.0
6344,Flavobacterium alvei,20.0,7.0,None
6345,Propionicimonas ferrireducens,30.0,7.0,None
6346,Sulfurisphaera javensis,82.5,3.8,None
6347,Paenibacillus yanchengensis,30.0,7.5,0.5
6348,Carboxylicivirga sediminis,33.0,7.2,2.5
6349,Salinirubellus salinus,37.0,7.5,0.59
6350,Camelliibacillus cellulosilyticus,27.5,7.0,0.0
6351,Pseudomonas profundi,25.0,9.0,1.5
6352,Kordiimonas pumila,28.0,7.0,2.5
6353,Flavobacterium hankyongi,30.0,6.5,0.0
6354,Lelliottia jeotgali,30.0,8.0,0.5
6355,Acidovorax kalamii,30.0,7.0,0.0
6356,Gracilimonas amylolytica,37.0,7.0,4.0
6357,Neptunicoccus sediminis,35.0,8.0,2.25
6358,Dokdonia aurantiaca,25.0,7.0,4.0
6359,Winogradskyella pocilloporae,25.0,7.2,2.75
6360,Aquimarina celericrescens,30.0,7.2,2.5
6361,Alcanivorax mobilis,28.0,7.5,3.5
6362,Halomonas endophytica,40.0,8.5,3.0
6363,Pseudogemmobacter bohemicus,28.0,7.5,0.0
6364,Crateriforma conspicua,36.0,7.5,None
6365,Acidithiobacillus sulfuriphilus,26.5,3.0,None
6366,Aerosticca soli,43.5,7.0,None
6367,Acholeplasma equirhinis,36.0,None,None
6368,Paenibacillus xylanivorans,30.0,7.0,2.0
6369,Paenibacillus rhizophilus,30.0,7.0,None
6370,Alteromonas fortis,25.0,7.5,3.0
6371,Bifidobacterium jacchi,37.0,7.0,None
6372,Deinococcus psychrotolerans,20.0,7.0,None
6373,Actinomadura logoneensis,37.0,7.0,None
6374,Mycoplasma procyoni,36.0,None,None
6375,Nocardia panacis,28.0,8.0,1.5
6376,Terasakiella salincola,25.0,7.0,2.0
6377,Pannonibacter carbonis,32.5,7.2,1.0
6378,Hymenobacter aquatilis,27.5,7.0,0.0
6379,Arundinibacter roseus,25.0,8.5,0.0
6380,Pigmentiphaga humi,24.0,6.0,None
6381,Amycolatopsis panacis,28.0,8.0,0.5
6382,Aeromicrobium lacus,28.0,7.0,1.0
6383,Trinickia diaoshuihuensis,30.0,6.0,0.0
6384,Sphingopyxis lindanitolerans,26.5,None,0.0
6385,Streptomyces triticisoli,28.0,7.0,None
6386,Nonomuraea mangrovi,28.0,7.0,2.0
6387,Streptomyces caeni,28.0,7.5,1.0
6388,Oceanimonas marisflavi,32.5,9.0,2.0
6389,Clostridium beihaiense,37.0,7.0,5.0
6390,Massilia armeniaca,30.0,7.0,0.05
6391,Lentzea terrae,28.0,7.0,None
6392,Blastococcus litoris,32.5,8.0,1.5
6393,Micromonospora orduensis,30.0,7.2,None
6394,Mycolicibacterium stellerae,37.0,None,None
6395,Streptomyces huasconensis,28.0,8.5,10.0
6396,Agromyces tardus,28.0,7.0,None
6397,Brachybacterium endophyticum,30.0,8.0,2.0
6398,Salibacterium nitratireducens,37.0,7.0,10.0
6399,Bacillus shivajii,31.0,9.0,4.0
6400,Chitinophaga parva,32.5,7.0,None
6401,Brumimicrobium salinarum,35.0,7.8,4.5
6402,Chryseobacterium aurantiacum,28.0,6.5,1.75
6403,Jishengella zingiberis,30.0,None,None
6404,Streptomyces venetus,30.0,7.0,None
6405,Pedobacter yulinensis,30.0,7.0,0.0
6406,Olivibacter ginsenosidimutans,30.0,6.5,None
6407,Rheinheimera coerulea,27.5,7.0,0.5
6408,Zobellella maritima,32.5,7.5,2.0
6409,Massilia violaceinigra,20.0,7.0,None
6410,Altererythrobacter flavus,34.0,6.0,None
6411,Pelagibacterium montanilacus,25.0,8.2,None
6412,Streptomyces aqsuensis,37.0,None,5.0
6413,Mangrovicoccus ximenensis,35.0,6.5,None
6414,Alsobacter soli,32.5,7.0,1.0
6415,Paracoccus salipaludis,35.0,7.8,3.0
6416,Zobellella endophytica,31.0,7.5,2.0
6417,Jeotgalibacillus proteolyticus,33.0,7.5,2.0
6418,Alcanivorax indicus,30.0,7.5,3.5
6419,Sphingomonas oleivorans,29.0,7.0,None
6420,Pedobacter chitinilyticus,28.0,7.0,1.0
6421,Herbaspirillum piri,30.0,7.0,None
6422,Hanstruepera crassostreae,33.0,7.5,3.0
6423,Flagellimonas aquimarina,27.5,7.5,5.0
6424,Winogradskyella aurantiaca,25.0,8.5,3.0
6425,Pontibacter silvestris,29.0,7.2,1.25
6426,Dyella halodurans,28.0,6.5,None
6427,Deinococcus irradiatisoli,29.0,7.0,0.0
6428,Haloplanus rallus,37.0,7.0,15.0
6429,Pontibacter terrae,29.0,7.0,0.0
6430,Primorskyibacter marinus,30.0,7.2,3.0
6431,Thauera hydrothermalis,47.5,7.2,0.0
6432,Marinobacter fuscus,37.0,7.5,3.0
6433,Streptacidiphilus pinicola,30.0,6.0,0.5
6434,Agaribacter flavus,31.5,7.8,2.5
6435,Lactobacillus porci,37.0,7.0,None
6436,Actinomycetospora endophytica,22.5,6.0,None
6437,Arenimonas caeni,30.0,7.5,0.5
6438,Hymenobacter rufus,25.0,7.0,None
6439,Nocardioides currus,25.0,7.5,0.0
6440,Thalassorhabdus alkalitolerans,38.5,9.0,1.25
6441,Shewanella ulleungensis,25.0,7.0,2.5
6442,Shewanella saliphila,25.0,7.0,4.5
6443,Shewanella litoralis,25.0,7.0,2.5
6444,Clostridium bovifaecis,30.0,7.0,None
6445,Pseudonocardia mangrovi,29.0,7.0,2.5
6446,Mesorhizobium sanjuanii,28.0,None,None
6447,Pueribacillus theae,41.0,7.2,None
6448,Amylibacter kogurei,22.5,8.5,6.0
6449,Sphingomonas aeria,28.0,7.0,1.0
6450,Phreatobacter cathodiphilus,29.0,7.5,None
6451,Emcibacter congregatus,25.0,7.0,2.0
6452,Mangrovicella endophytica,30.0,7.5,0.5
6453,Winogradskyella tangerina,37.0,7.2,2.5
6454,Solitalea longa,20.0,None,None
6455,Zhengella mangrovi,33.5,7.0,2.0
6456,Saccharospirillum mangrovi,37.0,7.0,2.0
6457,Kushneria phyllosphaerae,30.0,7.0,None
6458,Kushneria endophytica,30.0,7.0,None
6459,Glycomyces xiaoerkulensis,37.0,8.0,5.0
6460,Blastococcus atacamensis,35.0,7.0,None
6461,Shinella pollutisoli,30.0,7.0,1.0
6462,Ferrigenium kumadai,27.5,6.1,None
6463,Rhodanobacter hydrolyticus,27.5,6.8,0.0
6464,Sphingomonas tabacisoli,32.5,7.0,None
6465,Streptomyces populi,28.0,7.0,None
6466,Streptomyces geranii,28.0,7.0,None
6467,Actinophytocola glycyrrhizae,28.0,7.0,0.5
6468,Solimicrobium silvestre,20.0,7.0,0.0
6469,Caballeronia insecticola,30.0,None,1.5
6470,Litoribrevibacter euphylliae,25.0,7.0,3.0
6471,Gramella salexigens,30.0,6.8,2.0
6472,Acidicapsa dinghuensis,27.5,4.8,None
6473,Marinicella sediminis,33.0,7.8,3.5
6474,Chitinophaga varians,29.0,7.0,0.25
6475,Rubritalea profundi,10.0,7.0,None
6476,Roseovarius nitratireducens,30.0,7.0,1.5
6477,Oleiharenicola alkalitolerans,31.0,7.0,None
6478,Oceanisphaera avium,20.0,7.5,4.0
6479,Marinicaulis flavus,28.0,7.0,4.0
6480,Paracoccus fontiphilus,22.5,6.5,1.5
6481,Thalassospira marina,28.0,7.5,2.5
6482,Actinomadura deserti,28.0,7.0,0.0
6483,Rhizobium wuzhouense,30.0,7.0,0.5
6484,Lactobacillus terrae,30.0,None,None
6485,Euzebya rosea,27.5,6.5,2.5
6486,Brevibacterium hankyongi,30.0,6.5,0.0
6487,Solimonas fluminis,27.5,None,None
6488,Hymenobacter bucti,22.0,7.0,0.0
6489,Pseudoaeromonas paramecii,36.5,7.0,1.5
6490,Nesterenkonia endophytica,22.5,8.0,2.5
6491,Ruegeria kandeliae,33.5,6.5,1.75
6492,Rhodococcus electrodiphilus,30.0,7.5,None
6493,Piscinibacter caeni,30.0,7.0,0.0
6494,Xinfangfangia soli,30.0,7.0,None
6495,Simplicispira suum,29.0,7.5,0.0
6496,Sphingomicrobium arenosum,30.0,6.0,2.0
6497,Deinococcus koreensis,25.0,7.0,1.0
6498,Muricauda iocasae,37.0,7.0,2.0
6499,Edaphobactr flagellatus,28.0,5.0,None
6500,Edaphobacter bradus,28.0,4.8,None
6501,Nocardioides allogilvus,28.0,None,None
6502,Ahniella affigens,30.0,7.0,None
6503,Roseomonas radiodurans,29.0,7.0,None
6504,Maribacter maritimus,30.0,7.0,2.0
6505,Amycolatopsis antarctica,17.5,7.5,4.0
6506,Ketobacter alkanivorans,25.0,7.5,3.0
6507,Hymenobacter pedocola,25.0,7.0,None
6508,Salipaludibacillus halalkaliphilus,30.0,8.8,5.0
6509,Chitinophaga caeni,30.0,7.0,0.0
6510,Zhouia spongiae,28.0,7.5,3.5
6511,Arenimonas halophila,30.0,6.5,1.0
6512,Chryseomicrobium excrementi,36.0,7.0,2.0
6513,Kandeliimicrobium roseum,31.0,7.2,2.5
6514,Novosphingobium arvoryzae,20.0,7.0,0.0
6515,Amylibacter lutimaris,30.0,7.0,3.0
6516,Streptomyces lichenis,30.0,8.0,None
6517,Methylobacterium currus,30.0,7.0,0.0
6518,Mesorhizobium ephedrae,30.0,7.5,0.0
6519,Sorangium dawidii,34.0,7.2,None
6520,Sorangium arenae,34.0,7.2,None
6521,Paenibacillus montanisoli,28.0,6.5,None
6522,Marinifilum breve,16.0,7.0,3.0
6523,Marinobacter bohaiensis,35.0,7.5,8.0
6524,Reichenbachiella versicolor,28.0,7.2,2.5
6525,Chryseolinea flava,25.0,7.5,None
6526,Planococcus halotolerans,32.5,7.2,3.0
6527,Pelagivirga sediminicola,35.0,7.2,2.0
6528,Maribacter litoralis,25.0,7.5,1.5
6529,Geobacillus yumthangensis,60.0,7.8,1.0
6530,Abyssibacter profundi,37.0,7.5,2.5
6531,Psychromicrobium lacuslunae,28.0,7.0,1.0
6532,Acuticoccus kandeliae,27.5,6.0,1.5
6533,Motiliproteus coralliicola,30.0,8.0,4.0
6534,Sphingobacterium haloxyli,29.0,7.5,1.0
6535,Lactobacilus nuruki,37.0,7.0,0.0
6536,Flavobacterium effusum,30.0,6.0,0.5
6537,Simulacricoccus ruber,30.0,7.0,0.0
6538,Ottowia oryzae,32.5,7.5,None
6539,Nitrosarchaeum koreense,25.0,7.0,0.3
6540,Paludirhabdus telluriireducens,30.0,7.5,0.0
6541,Paludirhabdus pumila,30.0,7.0,0.0
6542,Kaistia algarum,30.0,7.0,0.0
6543,Saccharopolyspora maritima,29.0,7.0,2.5
6544,Salinimonas sediminis,28.0,7.2,3.5
6545,Hyphobacterium indicum,28.0,6.5,2.5
6546,Halococcus salsus,39.0,7.5,20.0
6547,Enterobacter sichuanensis,36.0,6.5,None
6548,Halomonas litopenaei,29.0,7.8,4.5
6549,Litorivita pollutaquae,25.0,7.5,2.5
6550,Flavobacterium sediminis,32.0,7.0,1.0
6551,Alteromonas indica,29.0,7.5,5.75
6552,Clostridium composti,37.0,6.5,None
6553,Microbispora soli,40.0,6.5,4.0
6554,Minwuia thermotolerans,42.0,7.0,1.75
6555,Leucothrix arctica,15.0,8.0,2.25
6556,Flavobacterium riviphilum,25.0,7.0,0.0
6557,Flavobacterium magnum,30.0,7.0,0.0
6558,Flavobacterium pallidum,25.0,6.5,None
6559,Flavobacterium crocinum,30.0,7.5,0.0
6560,Flavobacterium album,30.0,7.0,0.0
6561,Paenibacillus paeoniae,30.0,7.5,None
6562,Microbispora triticiradicis,28.0,7.0,0.5
6563,Pseudoruegeria insulae,30.0,7.5,2.5
6564,Sorangium reichenbachii,34.0,7.0,None
6565,Sorangium orientale,37.0,7.2,None
6566,Sorangium kenyense,30.0,7.2,None
6567,Lujinxingia sediminis,37.0,8.0,3.0
6568,Alloscardovia theropitheci,37.0,6.5,None
6569,Galactobacter caseinivorans,20.0,7.0,2.0
6570,Pirellulimonas nuda,24.0,6.5,None
6571,Pseudobythopirellula maris,27.0,7.0,None
6572,Stieleria varia,33.0,7.5,None
6573,Aeoliella mucimassa,28.0,7.5,None
6574,Gimesia aquarii,27.0,8.0,None
6575,Galactobacter valiniphilus,30.0,7.0,2.0
6576,Occultella glacieicola,20.0,7.5,3.0
6577,Botrimarina hoheduenensis,27.0,7.0,None
6578,Gimesia fumaroli,27.0,6.5,None
6579,Paracoccus tegillarcae,20.0,6.0,4.0
6580,Posidoniimonas polymericola,27.0,7.5,None
6581,Botrimarina mediterranea,30.0,6.5,None
6582,Longirhabdus pacifica,28.0,7.0,3.0
6583,Gimesia panareensis,32.0,7.5,None
6584,Gimesia alba,30.0,7.5,None
6585,Bremerella volcania,36.0,7.0,None
6586,Salaquimonas pukyongi,27.5,8.5,3.0
6587,Acidithiobacillus ferrianus,29.0,2.0,None
6588,Proteus faecis,37.0,7.0,1.0
6589,Proteus cibi,37.0,7.0,1.0
6590,Aestuariivirga litoralis,28.0,7.0,None
6591,Desertihabitans aurantiacus,28.0,7.0,0.5
6592,Tautonia plasticadhaerens,30.0,7.5,None
6593,Blastopirellula retiformator,30.0,7.0,3.07
6594,Propionibacterium ruminifibrarum,39.0,7.0,None
6595,Parashewanella tropica,28.0,7.2,2.0
6596,Tabrizicola aquatica,42.5,7.0,None
6597,Micromonospora caldifontis,40.0,None,None
6598,Luteimonas granuli,30.0,7.0,0.0
6599,Salinicola peritrichatus,36.0,6.0,None
6600,Haloarcula sebkhae,40.0,7.5,27.49
6601,Belliella aquatica,25.0,None,None
6602,Gemmobacter aestuarii,30.0,7.0,1.0
6603,Rheinheimera pleomorphica,33.5,7.5,1.5
6604,Chryseotalea sanaruensis,30.0,7.5,None
6605,Halorussus halophilus,37.0,7.0,15.21
6606,Photobacterium salinisoli,35.0,7.0,2.0
6607,Roseovarius faecimaris,27.5,8.0,2.5
6608,Halalkaliarchaeum desulfuricum,43.0,8.9,23.4
6609,Natrarchaeobaculum sulfurireducens,41.5,9.8,21.94
6610,Acinetobacter lwoffii,27.5,8.2,None
6611,Streptomyces dangxiongensis,30.0,7.5,1.0
6612,Antarcticimicrobium luteum,30.0,7.0,2.5
6613,Sphingorhabdus lutea,35.0,6.0,1.0
6614,Rhodophyticola porphyridii,30.0,7.0,2.0
6615,Algoriphagus sanaruensis,30.0,7.0,None
6616,Nesterenkonia natronophila,30.0,10.0,5.0
6617,Paraburkholderia panacisoli,30.0,7.0,0.0
6618,Dongshaea marina,30.0,None,2.5
6619,Shewanella psychromarinicola,12.5,6.5,2.5
6620,Aggregatilinea lenta,30.0,6.8,0.5
6621,Pseudomonas mangiferae,29.0,6.5,None
6622,Oceaniradius stylonematis,37.0,7.0,2.0
6623,Azoarcus rhizosphaerae,30.0,8.0,None
6624,Azoarcus nasutitermitis,27.5,7.0,1.0
6625,Halococcoides cellulosivorans,42.5,7.1,21.94
6626,Marinobacterium boryeongense,25.0,6.0,3.0
6627,Thalassococcus profundi,32.5,7.5,3.5
6628,Siculibacillus lacustris,24.0,5.5,None
6629,Indiicoccus explosivorum,32.5,7.5,None
6630,Actinoplanes solisilvae,35.0,7.0,3.0
6631,Devosia naphthalenivorans,25.0,7.0,3.5
6632,Pradoshia eiseniae,29.0,7.5,2.0
6633,Aurantiacibacter suaedae,30.0,6.5,2.0
6634,Streptomyces fodineus,30.0,6.5,0.0
6635,Cellulomonas rhizosphaerae,28.0,7.0,0.0
6636,Glaciimonas soli,12.5,None,0.25
6637,Roseithermus saccariphilus,55.0,7.0,3.0
6638,Zavarzinia aquatilis,25.0,7.0,0.0
6639,Faecalibacillus faecis,37.0,6.0,None
6640,Faecalibacillus intestinalis,37.0,6.0,None
6641,Micromonospora radicis,30.0,8.0,None
6642,Sphingorhabdus pulchriflava,25.0,7.0,1.0
6643,Pseudomonas urumqiensis,30.0,7.0,1.0
6644,Gemmobacter lutimaris,33.5,10.5,2.0
6645,Clostridium fermenticellae,37.0,5.0,None
6646,Planococcus antioxidans,28.0,None,None
6647,Serinicoccus sediminis,32.5,8.5,4.0
6648,Streptomyces soli,30.0,7.0,3.0
6649,Nocardia mangyaensis,28.0,8.0,1.5
6650,Flavobacterium nackdongense,20.0,7.0,0.0
6651,Sphingobium terrigena,30.0,6.5,0.0
6652,Ephemeroptericola cinctiostellae,25.0,None,None
6653,Planococcus lenghuensis,25.0,7.5,2.0
6654,Sphingosinithalassobacter portus,30.0,7.0,1.25
6655,Hymenobacter metallilatus,28.0,7.0,0.0
6656,Photobacterium chitinilyticum,24.0,7.0,3.0
6657,Lacisediminimonas profundi,27.5,7.0,None
6658,Lacisediminihabitans profunda,27.5,7.0,None
6659,Microbacterium bovistercoris,28.0,7.0,None
6660,Lentibacillus lipolyticus,38.5,7.0,12.0
6661,Acetilactobacillus jinshanensis,35.0,4.0,0.0
6662,Undibacterium piscinae,20.0,8.0,0.0
6663,Bacillus yapensis,37.0,7.0,0.25
6664,Flaviaesturariibacter flavus,30.0,7.0,0.0
6665,Biomaibacter acetigenes,55.0,7.2,0.0
6666,Bacillus xiapuensis,25.0,8.0,0.0
6667,Acinetobacter pullicarnis,25.0,7.0,0.0
6668,Nonomuraea phyllanthi,31.0,7.0,None
6669,Paraflavitalea soli,29.0,7.0,0.0
6670,Lysobacter segetis,30.0,None,None
6671,Lysobacter terrigena,30.0,8.0,None
6672,Geomonas soli,27.5,6.5,None
6673,Halobacteriovorax vibrionivorans,37.0,None,3.0
6674,Roseicella frigidaeris,30.0,7.0,0.0
6675,Hwanghaeella grinnelliae,30.0,8.0,2.5
6676,Flagellimonas algicola,25.0,7.0,2.5
6677,Dyadobacter luteus,22.5,None,None
6678,Kribbella turkmenica,28.0,7.0,None
6679,Streptomyces cadmiisoli,28.0,7.0,None
6680,Chryseobacterium phosphatilyticum,26.5,7.0,1.5
6681,Neobacillus piezotolerans,45.0,7.5,0.0
6682,Oceanobacillus piezotolerans,37.0,7.5,5.0
6683,Shimazuella alba,30.0,7.0,None
6684,Flavihumibacter soli,30.0,6.5,0.0
6685,Georgenia faecalis,28.0,7.5,0.5
6686,Paenibacillus oralis,35.0,8.2,1.0
6687,Actinomadura physcomitrii,28.0,7.0,None
6688,Hymenobacter lutimineralis,22.5,7.5,0.0
6689,Chryseobacterium mulctrae,30.0,7.0,0.0
6690,Mesorhizobium terrae,25.0,7.0,0.0
6691,Nocardioides yefusunii,28.0,7.0,0.25
6692,Kosakonia quasisacchari,36.0,6.5,None
6693,Lichenihabitans psoromatis,15.0,6.5,0.0
6694,Paenibacillus thalictri,30.0,7.0,None
6695,Iodobacter ciconiae,15.0,8.0,0.5
6696,Nonomuraea terrae,30.0,7.0,None
6697,Hymenobacter baengnokdamensis,27.5,7.5,0.0
6698,Lentzea indica,28.0,7.0,None
6699,Arthrobacter crusticola,27.5,7.5,0.0
6700,Pseudomonas akapageensis,26.0,None,None
6701,Pseudomonas atagonensis,26.0,None,None
6702,Pelagicola marinus,25.0,7.5,3.5
6703,Paratractidigestivibacter faecalis,37.0,7.0,1.0
6704,Methylomonas rhizoryzae,29.0,7.0,0.5
6705,Chryseobacterium salivictor,25.0,7.0,1.0
6706,Phytohalomonas tamaricis,30.0,7.0,5.5
6707,Mucilaginibacter hurinus,28.0,6.5,0.0
6708,Pararhodobacter marinus,37.5,7.0,1.5
6709,Rhodanobacter sp.,25.0,None,None
6710,Zunongwangia atlantica,26.5,7.5,None
6711,Salinicola lusitanus,30.0,6.0,6.2
6712,Salinicola halophyticus,25.0,6.0,8.8
6713,Salinicola endophyticus,30.0,6.5,7.5
6714,Salinicola aestuarinus,30.0,6.5,11.2
6715,Salinicola halimionae,30.0,6.0,7.5
6716,Saccharospirillum correiae,30.0,7.2,None
6717,Arboricoccus pini,28.0,6.5,None
6718,Hymenobacter rigui,30.0,6.0,None
6719,Oceaniglobus ichthyenteri,29.0,7.2,2.5
6720,Erythrobacter marisflavi,25.0,7.5,1.5
6721,Thiomicrorhabdus aquaedulcis,22.0,7.0,None
6722,Providencia huaxiensis,36.0,6.5,None
6723,Bradyrhizobium amphicarpaeae,28.0,7.0,None
6724,Streptomyces cyaneochromogenes,28.0,7.0,1.5
6725,Bacillus antri,28.0,7.0,0.0
6726,Chryseobacterium pennipullorum,25.0,6.5,0.0
6727,Staphylococcus pseudoxylosus,37.0,None,None
6728,Paenibacillus luteus,29.0,7.2,1.0
6729,Maribellus luteus,33.0,7.2,3.0
6730,Nocardioides zhouii,20.0,7.0,0.5
6731,Marinicauda salina,38.5,7.2,5.0
6732,Pseudopuniceibacterium sediminis,30.0,7.5,1.75
6733,Chengkuizengella marina,30.5,7.0,3.0
6734,Corallincola holothuriorum,29.0,6.8,3.0
6735,Paracnuella aquatica,33.0,7.0,None
6736,Enterococcus florum,33.5,7.2,None
6737,Parvularcula marina,35.0,8.0,1.0
6738,Flavobacterium amnicola,25.0,7.0,None
6739,Aquincola rivuli,30.0,7.0,0.0
6740,Oleisolibacter albus,30.0,7.0,0.5
6741,Acidimangrovimonas sediminis,34.0,6.0,4.0
6742,Pseudomonas nitrititolerans,33.5,8.5,1.5
6743,Altererythrobacter aquimixticola,37.0,7.5,2.0
6744,Croceibacterium ferulae,28.0,7.0,None
6745,Aquisediminimonas profunda,27.5,6.5,None
6746,Aquisediminimonas sediminicola,27.5,6.5,None
6747,Chakrabartia godavariana,30.0,7.0,0.0
6748,Streptomyces rhizosphaericola,29.0,7.0,None
6749,Lactobacillus zhachilii,33.5,6.5,2.0
6750,Sphingomonas lenta,29.0,None,0.0
6751,Tabrizicola sediminis,22.5,7.2,1.5
6752,Hydrocarboniclastica marina,30.0,7.5,4.5
6753,Glaciihabitans arcticus,17.5,7.0,0.0
6754,Inhella crocodyli,25.0,6.0,0.0
6755,Amycolatopsis suaedae,32.5,None,None
